COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,AREA_OF_USE_CODE,COORD_REF_SYS_KIND,COORD_SYS_CODE,DATUM_CODE,BASE_CRS_CODE,PROJECTION_CONV_CODE,CMPD_HORIZCRS_CODE,CMPD_VERTCRS_CODE,CRS_SCOPE,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_CRS,DEPRECATED
3133,"ETRS89 / ETRS-GK26FIN",,"projected",4500,,4258,18190,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK26FIN (CRS code 3880).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3134,"ETRS89 / ETRS-GK27FIN",,"projected",4500,,4258,18195,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK27FIN (CRS code 3881).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3135,"ETRS89 / ETRS-GK28FIN",,"projected",4500,,4258,18196,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK28FIN (CRS code 3882).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3136,"ETRS89 / ETRS-GK29FIN",,"projected",4500,,4258,18197,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK29FIN (CRS code 3883).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3137,"ETRS89 / ETRS-GK30FIN",,"projected",4500,,4258,18198,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK30FIN (CRS code 3884).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3138,"ETRS89 / ETRS-GK31FIN",,"projected",4500,,4258,18199,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK31FIN (CRS code 3885).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3145,"ETRS89 / Faroe Lambert",,"projected",1031,,4258,19870,,,,"Replaces ED50 / UTM zone 29N for topographic mapping. For cadastral survey see fk89 (CRS code 3173).","KMS","EPSG","03/30/20 00:00:00","2007.014 2011.085 2020.026 2020.031",1,0
3416,"ETRS89 / Austria Lambert",,"projected",4530,,4258,19947,,,,"Replaces MGI / Austria Lambert (CRS code 31287).","Bundesamt fur Eich- und Vermessungswesen (BEV); Wien. www.bev.gv.at","EPSG","03/30/20 00:00:00","2011.014 2020.026 2020.031",1,0
3447,"ETRS89 / Belgian Lambert 2005",,"projected",4499,,4258,19862,,,,"Coordinates referenced to ETRS89 / Lambert 2005 differ from coordinates referenced to BD72 / Lambert 1972 (CRS code 31370) by approximately 1km in easting and northing. Replaced in 2008 by ETRS89 / Lambert 2008 (CRS code 3812).","IGN Brussels; www.ngi.be/","EPSG","03/30/20 00:00:00","2008.060 2020.026 2020.031",1,0
3812,"ETRS89 / Belgian Lambert 2008",,"projected",4499,,4258,3811,,,,"Replaces ETRS89 / Lambert 2005 (code 3447). Coordinates referenced to ETRS89 / Lambert 2008 differ from coordinates referenced to BD72 / Lambert 1972 (CRS code 31370) by approximately 500km in easting and northing.","IGN Brussels; www.ngi.be/","EPSG","03/30/20 00:00:00","2020.026 2020.031",1,0
5304,"DRUKREF 03 / Sarpang TM",,"projected",4400,,5264,5287,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5305,"DRUKREF 03 / Thimphu TM",,"projected",4400,,5264,5312,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5306,"DRUKREF 03 / Trashigang TM",,"projected",4400,,5264,5289,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5307,"DRUKREF 03 / Trongsa TM",,"projected",4400,,5264,5290,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5308,"DRUKREF 03 / Tsirang TM",,"projected",4400,,5264,5284,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5309,"DRUKREF 03 / Wangdue Phodrang TM",,"projected",4400,,5264,5288,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5310,"DRUKREF 03 / Yangtse TM",,"projected",4400,,5264,5314,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5311,"DRUKREF 03 / Zhemgang TM",,"projected",4400,,5264,5291,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5520,"DHDN / 3-degree Gauss-Kruger zone 1",,"projected",4530,,4314,16261,,,,"See CRS code 5680 for variant with axes order reversed to easting before northing for use in GIS applications.","Geological Survey of Lower Saxony via Bundesamt für Kartographie und Geodäsie (BKG).","EPSG","01/21/12 00:00:00","2011.050 2011.104",1,0
5627,"ED50 / TM 6 NE",,"projected",4400,,4230,16406,,,,"Used by Total.",,"EPSG","12/01/11 00:00:00","2011.105",1,0
5643,"ED50 / SPBA LCC",,"projected",4400,,4230,5642,,,,,"TNO - Geological Survey of The Netherlands","EPSG","01/27/12 00:00:00","2011.102",1,0
5676,"DHDN / 3-degree Gauss-Kruger zone 2 (E-N)",,"projected",4400,,4314,16262,,,,"DHDN / 3-degree Gauss-Kruger zone 2 (CRS code 31466) but with axis order reversed (and axis abbreviations changed) for GIS applications.","Bundesamt für Kartographie und Geodäsie, http://crs.bkg.bund.de","EPSG","02/13/12 00:00:00","2011.104 2012.018",1,0
5677,"DHDN / 3-degree Gauss-Kruger zone 3 (E-N)",,"projected",4400,,4314,16263,,,,"DHDN / 3-degree Gauss-Kruger zone 3 (CRS code 31467) but with axis order reversed (and axis abbreviations changed) for GIS applications.","Bundesamt für Kartographie und Geodäsie, http://crs.bkg.bund.de","EPSG","02/13/12 00:00:00","2011.104 2012.018",1,0
5678,"DHDN / 3-degree Gauss-Kruger zone 4 (E-N)",,"projected",4400,,4314,16264,,,,"DHDN / 3-degree Gauss-Kruger zone 4 (CRS code 31468) but with axis order reversed (and axis abbreviations changed) for GIS applications.","Bundesamt für Kartographie und Geodäsie, http://crs.bkg.bund.de","EPSG","02/13/12 00:00:00","2011.104 2012.018",1,0
5679,"DHDN / 3-degree Gauss-Kruger zone 5 (E-N)",,"projected",4400,,4314,16265,,,,"DHDN / 3-degree Gauss-Kruger zone 5 (CRS code 31469) but with axis order reversed (and axis abbreviations changed) for GIS applications.","Bundesamt für Kartographie und Geodäsie, http://crs.bkg.bund.de","EPSG","02/13/12 00:00:00","2011.104 2012.018",1,0
5806,"EPSG local engineering grid example A",,"engineering",6505,9313,,,,,,"Coordinates are 0,0 at conductor slot A1.","OGP","EPSG","07/13/16 00:00:00","2016.003 2017.040",1,1
5807,"EPSG local engineering grid example B",,"engineering",6504,9313,,,,,,"Shows alternative use of coordinate axis name.
Coordinates are 0,0 at conductor slot A1.","OGP","EPSG","07/13/16 00:00:00","2015.036 2016.003 2017.040",1,1
5812,"El Cubo",,"engineering",4500,9306,,,,,,"Grid coordinates (0; 0) at El Cubo (8°44'17.258""N, 72°30'09.01""W).","Ministry of Mines standards manual of 1974.","EPSG","06/23/08 00:00:00","2008.045",1,0
5818,"enter here name of I=J+90 bin grid",,"engineering",1033,9315,,,,,,"This CRS offers a template for bin grid definition when I-axis direction = J+90°. Enter here ""The bin grid is defined through coordinate operation code ... "" [enter code for coordinate operation defining bin grid, in this example template code 6918].","OGP","EPSG","01/16/20 00:00:00","2011.106 2014.044 2020.001 2020.133",1,1
5859,"enter here name of I=J-90 bin grid",,"engineering",1034,9315,,,,,,"This CRS offers a template for bin grid definition when I-axis direction = J-90°. Enter here ""The bin grid is defined through coordinate operation code ... "" [enter code for coordinate operation defining bin grid, in this example template code 6919].","OGP","EPSG","01/16/20 00:00:00","2011.106 2014.044 2014.061 2020.001 2020.133",1,1
7706,"EPSG moving platform example",,"engineering",1042,1163,,,,,,"Right-handed local 3D CRS fixed to a moving platform. Other permutations of axis order or positive direction may be encountered for which different CSs should be used.","IOGP","EPSG","02/09/16 00:00:00","2016.003",1,0
7914,"ETRF89",,"geocentric",6500,1178,,,,,,"Replaced by ETRF90 (code 7916).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7915,"ETRF89",,"geographic 3D",6423,1178,7914,15592,,,,"Replaced by ETRF90 (code 7917).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7916,"ETRF90",,"geocentric",6500,1179,,,,,,"Replaces ETRF89 (code 7914). Replaced by ETRF91 (code 7918).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7917,"ETRF90",,"geographic 3D",6423,1179,7916,15592,,,,"Replaces ETRF89 (code 7915). Replaced by ETRF91 (code 7919).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7918,"ETRF91",,"geocentric",6500,1180,,,,,,"Replaces ETRF90 (code 7916). Replaced by ETRF92 (code 7920).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7919,"ETRF91",,"geographic 3D",6423,1180,7918,15592,,,,"Replaces ETRF90 (code 7917). Replaced by ETRF92 (code 7921).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7920,"ETRF92",,"geocentric",6500,1181,,,,,,"Replaces ETRF91 (code 7918). Replaced by ETRF93 (code 7922).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7921,"ETRF92",,"geographic 3D",6423,1181,7920,15592,,,,"Replaces ETRF91 (code 7919). Replaced by ETRF93 (code 7923).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2019.038",1,0
7930,"ETRF2000",,"geocentric",6500,1186,,,,,,"Replaces ETRF97 (code 7928). On the publication of ETRF2005 (code 8397),  the EUREF Technical Working Group recommended that ETRF2000 be the realization of ETRS89. ETRF2014 (code 8401) is technically superior to all earlier realizations of ETRS89.","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2018.008 2019.038",1,0
7931,"ETRF2000",,"geographic 3D",6423,1186,7930,15592,,,,"Replaces ETRF97 (code 7929). On the publication of ETRF2005 (code 8399),  the EUREF Technical Working Group recommended that ETRF2000 be the realization of ETRS89. ETRF2014 (code 8403) is technically superior to all earlier realizations of ETRS89.","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","07/17/19 00:00:00","2015.013 2018.008 2019.038",1,0
8377,"EPSG example wellbore local horizontal CRS - true north",,"engineering",1047,1203,,,,,,"Horizontal component of wellbore local cubic CRS (CRS code 8820). Local coordinates are (0,0) at well reference point, with n-axis aligned to true north.","IOGP","EPSG","02/19/19 00:00:00","2017.040",1,0
8378,"EPSG example wellbore local vertical CRS",,"vertical",1049,1205,,,,,,"Vertical component of wellbore cubic CRS (CRS code 8820). Depth is relative to the zero depth point used during wellbore survey (e.g. derrick floor).","IOGP","EPSG","02/16/19 00:00:00","2017.040",1,0
8397,"ETRF2005",,"geocentric",6500,1204,,,,,,"On publication in 2007 of this CRS, the EUREF Technical Working Group recommended that ETRF2000 (EPSG code 7930) remained as the preferred realization of ETRS89. Replaced by ETRF2014 (code 8401).","Boucher and Altamimi ""Memo : Specifications for reference frame fixing"" v8 and EUREF Technical Note 1: Relationship and Transformation between the International and European Terrestrial Reference Systems, Nov. 16, 2017.","EPSG","07/17/19 00:00:00","2018.008 2019.038",1,0
8399,"ETRF2005",,"geographic 3D",6423,1204,8397,15592,,,,"On publication in 2007 of this CRS, the EUREF Technical Working Group recommended that ETRF2000 (EPSG code 7931) remained as the preferred realization of ETRS89. Replaced by ETRF2014 (code 8403).","Boucher and Altamimi ""Memo : Specifications for reference frame fixing"" v8 and EUREF Technical Note 1: Relationship and Transformation between the International and European Terrestrial Reference Systems, Nov. 16, 2017.","EPSG","07/17/19 00:00:00","2018.008 2019.038",1,0
8401,"ETRF2014",,"geocentric",6500,1206,,,,,,"Replaces ETRF2005 (code 8397). ETRF2014 is technically superior to ETRF2000 but ETRF2000 and other previous realizations may be preferred for backward compatibility reasons. Differences between ETRF2014 and ETRF2000 can reach 7cm.","EUREF Technical Note 1: Relationship and Transformation between the International and European Terrestrial Reference Systems, November 16, 2017.","EPSG","02/05/21 00:00:00","2018.008 2021.008",1,0
8403,"ETRF2014",,"geographic 3D",6423,1206,8401,15592,,,,"Replaces ETRF2005 (code 8399). ETRF2014 is technically superior to ETRF2000 but ETRF2000 and other previous realizations may be preferred for backward compatibility reasons. Differences between ETRF2014 and ETRF2000 can reach 7cm.","EUREF Technical Note 1: Relationship and Transformation between the International and European Terrestrial Reference Systems, November 16, 2017.","EPSG","02/05/21 00:00:00","2018.008 2021.008",1,0
8820,"EPSG example wellbore local cubic CRS - true north",,"compound",,,,,8377,8378,,"Derived from wellbore measured depth, azimuth and inclination measurements where facility reference direction is true north. Further processing is through the individual horizontal and vertical CRSs (CRS codes 8377 and 8378).","IOGP","EPSG","02/17/19 00:00:00","2017.040",1,0
8821,"EPSG example wellbore local cubic CRS - grid north (ft)",,"compound",,,,,8896,8897,,"Derived from wellbore measured depth, azimuth and inclination measurements where facility reference direction is grid north. Further processing is through the individual horizontal and vertical CRSs (CRS codes 8896 and 8897).","IOGP","EPSG","02/17/19 00:00:00","2017.040",1,0
8896,"EPSG example wellbore local horizontal CRS - grid north (ft)",,"engineering",1048,1222,,,,,,"Horizontal component of wellbore local cubic CRS (CRS code 8821). Local coordinates are (0,0) at well reference point, with n-axis aligned to grid north in the projected CRS specified in the wellbore local horizontal datum origin definition.","IOGP","EPSG","02/19/19 00:00:00","2017.040",1,0
8897,"EPSG example wellbore local vertical CRS (ft)",,"vertical",1050,1205,,,,,,"Vertical component of wellbore cubic CRS (CRS code 8821). Depth is relative to the zero depth point used during wellbore survey (e.g. derrick floor).","IOGP","EPSG","02/17/19 00:00:00","2017.040",1,0
9059,"ETRF89",,"geographic 2D",6422,1178,7915,15593,,,,"Replaced by ETRF90 (code 9060).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","05/23/19 00:00:00","2019.038",1,0
9060,"ETRF90",,"geographic 2D",6422,1179,7917,15593,,,,"Replaces ETRF89 (code 9059). Replaced by ETRF91 (code 9061).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","05/23/19 00:00:00","2019.038",1,0
9061,"ETRF91",,"geographic 2D",6422,1180,7919,15593,,,,"Replaces ETRF90 (code 9060). Replaced by ETRF92 (code 9062).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","05/23/19 00:00:00","2019.038",1,0
9062,"ETRF92",,"geographic 2D",6422,1181,7921,15593,,,,"Replaces ETRF91 (code 9061). Replaced by ETRF93 (code 9063).","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","05/23/19 00:00:00","2019.038",1,0
9067,"ETRF2000",,"geographic 2D",6422,1186,7931,15593,,,,"Replaces ETRF97 (code 9066). On the publication of ETRF2005 (code 9068),  the EUREF Technical Working Group recommended that ETRF2000 be the realization of ETRS89. ETRF2014 (code 9069) is technically superior to all earlier realizations of ETRS89.","IAG Subcommision for the European Reference Frame (EUREF, http://etrs89.ensg.ign.fr/) and Boucher and Altamimi ""Memo : Specifications for reference frame fixing in the analysis of a EUREF GPS campaign"" (http://etrs89.ensg.ign.fr/memo-V8.pdf)","EPSG","05/23/19 00:00:00","2019.038",1,0
9068,"ETRF2005",,"geographic 2D",6422,1204,8399,15593,,,,"On publication in 2007 of this CRS, the EUREF Technical Working Group recommended that ETRF2000 (EPSG code 9067) remained as the preferred realization of ETRS89. Replaced by ETRF2014 (code 9069).","Boucher and Altamimi ""Memo : Specifications for reference frame fixing"" v8 and EUREF Technical Note 1: Relationship and Transformation between the International and European Terrestrial Reference Systems, Nov. 16, 2017.","EPSG","05/23/19 00:00:00","2019.038",1,0
9069,"ETRF2014",,"geographic 2D",6422,1206,8403,15593,,,,"Replaces ETRF2005 (code 9068). ETRF2014 is technically superior to ETRF2000 but ETRF2000 and other previous realizations may be preferred for backward compatibility reasons. Differences between ETRF2014 and ETRF2000 can reach 7cm.","EUREF Technical Note 1: Relationship and Transformation between the International and European Terrestrial Reference Systems, November 16, 2017.","EPSG","02/05/21 00:00:00","2019.038 2021.008",1,0
